,PUBCHEM_COMPOUND_CID,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_XLOGP3,PUBCHEM_EXACT_MASS,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,smiles,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_CACTVS_TPSA,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_TOTAL_CHARGE,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_COMPONENT_COUNT,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_COORDINATE_TYPE,ID,PUBCHEM_XLOGP3_AA,PUBCHEM_BONDANNOTATIONS,PUBCHEM_NONSTANDARDBOND,scores_bbd,scores_bbd_sort_idcs,scores_soil,scores_soil_sort_idcs,agro_categories,acaricide,adjuvant,algicide,algistat,amide fungicide,amide herbicide,anilide herbicide,anti-fouling agent,antibiotic fungicide,antimicrobial,attractant,avicide,bactericide,benzimidazole fungicide,benzofuranyl alkylsulfonate herbicide,biocide,bird repellent,chloroacetanilide herbicide,chlorotriazine herbicide,desiccant,elicitor,formamidine insecticide,fumigant,fungicide,herbicide,heterocyclic organothiophosphate insecticide,inert,insect attractant,insecticide,metabolite,methoxytriazine herbicide,methylthiotriazine herbicide,microbiocide,miticide,molluscicide,multi-target,nematicide,nicotinoid insecticide,nitrile herbicide,nitroguanidine insecticide,nr,organophosphorus insecticide,organothiophosphate insecticide,pesticide,phenylpyrazole insecticide,phenylsulfamide fungicide,phenylurea herbicide,pheromone,piscicide,plant activator,plant growth regulator,preservative,pyrazole insecticide,pyrethroid ester insecticide,pyrethroid insecticide,pyridazinone herbicide,repellent,rodenticide,safener,soil treatment,solvent,strobilurin fungicide,sulfonylurea herbicide,synergist,termaticide,transformation product,triazine herbicide,triazinone herbicide,triazinylsulfonylurea herbicide,uracil herbicide,urea herbicide,veterinary substance,wood preservative,isInSOIL,isInBBD,SOIL_top50,BBD_top50,SOIL_top20,BBD_top20
1218,94853,1,28.0,3,1,2,AAADcYBAMAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEgAACCAAAAAAAAICAAAAARAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,dimethyl hydrogen phosphite,dimethyl hydrogen phosphite,dimethyl hydrogen phosphite,dimethyl hydrogen phosphite,dimethyl hydrogen phosphite,dimethyl hydrogen phosphite,"InChI=1S/C2H7O3P/c1-4-6(3)5-2/h3H,1-2H3",DLQDGVZAEYZNTG-UHFFFAOYSA-N,,110.01328108,C2H7O3P,110.05,COP(O)OC,COP(O)OC,38.7,110.01328108,0,6,0,0,0,0,0,1,2,"1
5
255",94853,-0.5,,,0.0,2299,72.03187424293753,188,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
1219,95827,1,208.0,3,2,0,AAADcYBjIAAEAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAHgIYAAAACArBgAQAAABiAACoABVxUACQAAAAAAASCAAAAFBAAAAAAAAAAAAAGAAAAUAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,4-amino-5-chloro-1H-pyridazin-6-one,4-amino-5-chloro-1H-pyridazin-6-one,4-amino-5-chloro-1<I>H</I>-pyridazin-6-one,4-amino-5-chloro-1H-pyridazin-6-one,4-azanyl-5-chloranyl-1H-pyridazin-6-one,4-amino-5-chloro-1H-pyridazin-6-one,"InChI=1S/C4H4ClN3O/c5-3-2(6)1-7-8-4(3)9/h1H,(H3,6,8,9)",FEWPCPCEGBPTAL-UHFFFAOYSA-N,,145.0042895,C4H4ClN3O,145.55,C1=NNC(=O)C(=C1N)Cl,C1=NNC(=O)C(=C1N)Cl,67.5,145.0042895,0,9,0,0,0,0,0,1,9,"1
5
255",95827,-0.3,"3  4  8
3  8  8
4  9  8
6  7  8
6  9  8
7  8  8",,0.0,2300,41.83845776360159,186,['Pesticides -> Herbicides -> Pyridazinone herbicides -> Transformation products'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
1220,96393,1,97.1,2,1,1,AAADccBjIAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAICAAACAiBFgYygJIIAgCiASRiRACQBAAhggAQWCA4ZBgAMAJAwdAEhAhgCABISAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"(3,5-dimethylpyrazol-1-yl)methanol","(3,5-dimethyl-1-pyrazolyl)methanol","(3,5-dimethylpyrazol-1-yl)methanol","(3,5-dimethylpyrazol-1-yl)methanol","(3,5-dimethylpyrazol-1-yl)methanol","(3,5-dimethylpyrazol-1-yl)methanol","InChI=1S/C6H10N2O/c1-5-3-6(2)8(4-9)7-5/h3,9H,4H2,1-2H3",OBENDWOJIFFDLZ-UHFFFAOYSA-N,,126.079312947,C6H10N2O,126.16,CC1=CC(=NN1CO)C,CC1=CC(=NN1CO)C,38.0,126.079312947,0,9,0,0,0,0,0,1,1,"1
5
255",96393,0.4,"2  3  8
2  4  8
3  5  8
4  6  8
5  6  8",,0.0,2301,36.87442446763306,2163,['Microbiocide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
1221,97832,1,91.7,1,2,0,AAADccBjIAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAAAAAAAHgAQAAAACCjBAAQDAALAAAAIAAAAEAAAAAAAAAAAAIAIAACAQAAAAAAUAAAIFgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,4-methylimidazolidin-2-one,4-methyl-2-imidazolidinone,4-methylimidazolidin-2-one,4-methylimidazolidin-2-one,4-methylimidazolidin-2-one,4-methyl-2-imidazolidinone,"InChI=1S/C4H8N2O/c1-3-2-5-4(7)6-3/h3H,2H2,1H3,(H2,5,6,7)",DWEQVNFWAKJCEY-UHFFFAOYSA-N,,100.063662883,C4H8N2O,100.12,CC1CNC(=O)N1,CC1CNC(=O)N1,41.1,100.063662883,0,7,0,1,0,0,0,1,3,"1
5
255",97832,-0.4,4  6  3,,0.0,2302,60.914120435134365,3,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
1222,99725,1,235.0,3,2,2,AAADccByMAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAAAAAAAAAHgAQCAAADQCBgAAACABAAgCIACHSGAAAAAAgAAAICAEAAAgAABIAgQAAQAAEkAAIAAO/AAAOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,6-carbamoylcyclohex-3-ene-1-carboxylic acid,6-carbamoyl-1-cyclohex-3-enecarboxylic acid,6-carbamoylcyclohex-3-ene-1-carboxylic acid,6-carbamoylcyclohex-3-ene-1-carboxylic acid,6-aminocarbonylcyclohex-3-ene-1-carboxylic acid,6-carbamoylcyclohex-3-ene-1-carboxylic acid,"InChI=1S/C8H11NO3/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-2,5-6H,3-4H2,(H2,9,10)(H,11,12)",AZDKWAUSBOZMHG-UHFFFAOYSA-N,,169.07389321,C8H11NO3,169.18,C1C=CCC(C1C(=O)N)C(=O)O,C1C=CCC(C1C(=O)N)C(=O)O,80.4,169.07389321,0,12,0,2,0,0,0,1,-1,"1
5
255",99725,-0.2,"5  11  3
6  12  3",,0.0,2303,47.69134131626319,944,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
1223,100877,1,174.0,3,0,3,AAADccBzIAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAIAAAADgTBgAQHEAYIEAAqAIARJAAQAAsQgIAVQAGIAACACAAAiCAEAAAIAAIAAAAAAAAJAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-one","3,3-dimethyl-1-(1,2,4-triazol-1-yl)-2-butanone","3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-one","3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-one","3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-one","3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-one","InChI=1S/C8H13N3O/c1-8(2,3)7(12)4-11-6-9-5-10-11/h5-6H,4H2,1-3H3",FMWWRALTYIWZEB-UHFFFAOYSA-N,,167.105862047,C8H13N3O,167.21,CC(C)(C)C(=O)CN1C=NC=N1,CC(C)(C)C(=O)CN1C=NC=N1,47.8,167.105862047,0,12,0,0,0,0,0,1,2,"1
5
255",100877,1.3,"2  11  8
2  3  8
3  12  8
4  11  8
4  12  8",,0.0,2304,0.0,410,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
1224,101012,1,294.0,6,1,3,AAADcYBiOABgAAAAAAAAAAAAAAAAASAAAAAAAAAAAAAAAAABgAAAGgQQQAAACACE0AKyCYAABAqMACDSCHBDAJAkCBBIiBkACMgIJjKgNBiAEQAkwAEoqQaIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,methyl 3-sulfamoylthiophene-2-carboxylate,3-sulfamoyl-2-thiophenecarboxylic acid methyl ester,methyl 3-sulfamoylthiophene-2-carboxylate,methyl 3-sulfamoylthiophene-2-carboxylate,methyl 3-sulfamoylthiophene-2-carboxylate,3-sulfamoylthiophene-2-carboxylic acid methyl ester,"InChI=1S/C6H7NO4S2/c1-11-6(8)5-4(2-3-12-5)13(7,9)10/h2-3H,1H3,(H2,7,9,10)",PMXNPOJHBQDJKS-UHFFFAOYSA-N,,220.98165005,C6H7NO4S2,221.3,COC(=O)C1=C(C=CS1)S(=O)(=O)N,COC(=O)C1=C(C=CS1)S(=O)(=O)N,123.0,220.98165005,0,13,0,0,0,0,0,1,1,"1
5
255",101012,0.4,"10  11  8
2  11  8
2  9  8
8  10  8
8  9  8",,0.0,2305,0.0,1451,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
1225,101182,1,173.0,4,2,3,AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAACBSgkAIyDoAABgCIACDSCAICCAAgIAAIiAFGCIgNJiKGMR6CeCCkwBELuAfAQAAAAQAAAAAAAAACAAAAAAAAAAAAAAAAAA==,2-(4-hydroxyphenoxy)propanoic acid,2-(4-hydroxyphenoxy)propanoic acid,2-(4-hydroxyphenoxy)propanoic acid,2-(4-hydroxyphenoxy)propanoic acid,2-(4-oxidanylphenoxy)propanoic acid,2-(4-hydroxyphenoxy)propionic acid,"InChI=1S/C9H10O4/c1-6(9(11)12)13-8-4-2-7(10)3-5-8/h2-6,10H,1H3,(H,11,12)",AQIHDXGKQHFBNW-UHFFFAOYSA-N,1.3,182.0579088,C9H10O4,182.17,CC(C(=O)O)OC1=CC=C(C=C1)O,CC(C(=O)O)OC1=CC=C(C=C1)O,66.8,182.0579088,0,13,0,1,0,0,0,1,2,"1
5
255",101182,,"11  13  8
12  13  8
5  7  3
6  8  8
6  9  8
8  11  8
9  12  8",,49.23150948855255,2286,40.96595342505983,1739,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
1226,101525,1,707.0,13,2,9,AAADccBzucBAAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHwQQQAAADACB2hIznZbIFAKoAiDyfHDCiDklIqAJmDk2bNiMLzLEfViENSgvwQ9IqaeIyCCOAAAAAAAEAAAAAAAAAAgAAAAAAAAAAA==,"methyl 2-[[4,6-bis(difluoromethoxy)pyrimidin-2-yl]carbamoylsulfamoyl]benzoate","2-[[[[4,6-bis(difluoromethoxy)-2-pyrimidinyl]amino]-oxomethyl]sulfamoyl]benzoic acid methyl ester","methyl 2-[[4,6-bis(difluoromethoxy)pyrimidin-2-yl]carbamoylsulfamoyl]benzoate","methyl 2-[[4,6-bis(difluoromethoxy)pyrimidin-2-yl]carbamoylsulfamoyl]benzoate","methyl 2-[[4,6-bis[bis(fluoranyl)methoxy]pyrimidin-2-yl]carbamoylsulfamoyl]benzoate","2-[[4,6-bis(difluoromethoxy)pyrimidin-2-yl]carbamoylsulfamoyl]benzoic acid methyl ester","InChI=1S/C15H12F4N4O7S/c1-28-11(24)7-4-2-3-5-8(7)31(26,27)23-15(25)22-14-20-9(29-12(16)17)6-10(21-14)30-13(18)19/h2-6,12-13H,1H3,(H2,20,21,22,23,25)",ZTYVMAQSHCZXLF-UHFFFAOYSA-N,,468.03628256,C15H12F4N4O7S,468.3,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F,154.0,468.03628256,0,31,0,0,0,0,0,1,5,"1
5
255",101525,3.6,"15  25  8
15  26  8
16  25  8
16  27  8
17  18  8
17  19  8
18  20  8
19  21  8
20  22  8
21  22  8
26  28  8
27  28  8",,0.0,2285,0.0,264,['Herbicide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
1227,104556,1,130.0,6,3,6,AAADceBzMAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAAAAAAAHgAACAAAAADhgAYBAAMAAgAAAAAAAAAAAAAAAAAAAAAIAACCEAAAAAAAAAAIAAIQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"2-[3,5-bis(2-hydroxyethyl)-1,3,5-triazinan-1-yl]ethanol","2-[3,5-bis(2-hydroxyethyl)-1,3,5-triazinan-1-yl]ethanol","2-[3,5-bis(2-hydroxyethyl)-1,3,5-triazinan-1-yl]ethanol","2-[3,5-bis(2-hydroxyethyl)-1,3,5-triazinan-1-yl]ethanol","2-[3,5-bis(2-hydroxyethyl)-1,3,5-triazinan-1-yl]ethanol","2-[3,5-bis(2-hydroxyethyl)-1,3,5-triazinan-1-yl]ethanol","InChI=1S/C9H21N3O3/c13-4-1-10-7-11(2-5-14)9-12(8-10)3-6-15/h13-15H,1-9H2",HUHGPYXAVBJSJV-UHFFFAOYSA-N,,219.15829154,C9H21N3O3,219.28,C1N(CN(CN1CCO)CCO)CCO,C1N(CN(CN1CCO)CCO)CCO,70.4,219.15829154,0,15,0,0,0,0,0,1,-1,"1
5
255",104556,-1.6,,,0.0,2284,0.0,687,['Microbiocide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
1228,104770,1,36.5,3,0,0,AAADcQAAMAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,chlorate,chlorate,chlorate,chlorate,chlorate,chlorate,"InChI=1S/ClHO3/c2-1(3)4/h(H,2,3,4)/p-1",XTEGARKTQYYJKE-UHFFFAOYSA-M,,82.9535966,ClO3-,83.45,[O-]Cl(=O)=O,[O-]Cl(=O)=O,57.2,82.9535966,-1,4,0,0,0,0,0,1,1,"1
5
255",104770,1.5,,,0.0,2283,71.52751092516945,688,['Herbicides'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,0.0,0.0,0.0,0.0
1229,105010,1,518.0,3,1,4,AAADceB7MAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHgAYAAAADIyBmAIyBoJiBACIAiFSEACCCAAkIAAaqAEGDMgMJjKEtRuEMShkxBGIqYe6yPCOgAADAAAYAAAAAAYAADAAAAAAAAAAAA==,"N'-tert-butyl-N'-(3,5-dimethylbenzoyl)-3-methoxy-2-methyl-benzohydrazide","N'-tert-butyl-N'-[(3,5-dimethylphenyl)-oxomethyl]-3-methoxy-2-methylbenzohydrazide","<I>N</I>&apos;-<I>tert</I>-butyl-<I>N</I>&apos;-(3,5-dimethylbenzoyl)-3-methoxy-2-methylbenzohydrazide","N'-tert-butyl-N'-(3,5-dimethylbenzoyl)-3-methoxy-2-methylbenzohydrazide","N'-tert-butyl-N'-(3,5-dimethylphenyl)carbonyl-3-methoxy-2-methyl-benzohydrazide","N'-tert-butyl-N'-(3,5-dimethylbenzoyl)-3-methoxy-2-methyl-benzohydrazide","InChI=1S/C22H28N2O3/c1-14-11-15(2)13-17(12-14)21(26)24(22(4,5)6)23-20(25)18-9-8-10-19(27-7)16(18)3/h8-13H,1-7H3,(H,23,25)",QCAWEPFNJXQPAN-UHFFFAOYSA-N,,368.20999276,C22H28N2O3,368.5,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C(=CC=C2)OC)C)C,58.6,368.20999276,0,27,0,0,0,0,0,1,-1,"1
5
255",105010,4.6,"11  13  8
11  14  8
13  16  8
14  17  8
15  18  8
15  20  8
16  19  8
17  19  8
18  21  8
20  25  8
21  26  8
25  26  8",,0.0,2266,78.48644527684456,199,"['Insecticide', 'Insecticides', 'Insecticides']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
1230,105053,1,3.2,1,0,0,AAADcQAAAAAAQwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,potassium;triiodide,potassium;triiodide,potassium;triiodide,potassium;triiodide,potassium;triiodide,potassium;triiodide,InChI=1S/I3.K/c1-3-2;/q-1;+1,DKNPRRRKHAEUMW-UHFFFAOYSA-N,,419.6771,I3K,419.8117,[K+].I[I-]I,[K+].I[I-]I,0.0,419.6771,0,4,0,0,0,0,0,2,1,"1
5
255",105053,,,1  4  7,86.74856270070786,2267,41.78121864032592,2714,['Fungicide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,1.0,0.0,1.0
1231,106295,1,336.0,12,4,9,AAADceBzvAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAAAADBgAQACAMAAgAIAACQCAAAAAAAAAAAAACIAAACQAAAACAQAAAAAACQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,copper;ammonia;2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate,copper;ammonia;2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate,copper;azane;2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate,copper;azane;2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate,copper;azane;2-[2-hydroxy-2-oxoethyl-[2-[2-hydroxy-2-oxoethyl-(2-oxidanidyl-2-oxidanylidene-ethyl)amino]ethyl]amino]ethanoate,cupric;ammonia;2-[2-[carboxylatomethyl(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetate,"InChI=1S/C10H16N2O8.Cu.2H3N/c13-7(14)3-11(4-8(15)16)1-2-12(5-9(17)18)6-10(19)20;;;/h1-6H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20);;2*1H3/q;+2;;/p-2",QWQCKWBAUUOYMU-UHFFFAOYSA-L,,387.057711,C10H20CuN4O8,387.83,C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].N.N.[Cu+2],C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].N.N.[Cu+2],163.0,387.057711,0,23,0,0,0,0,0,4,-1,"1
5
255",106295,,,,0.0,2268,41.14799197065243,120,['Microbiocide'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
1232,106694,1,232.0,2,1,4,AAADceBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGgAACAAADwCAmAAyCIAAAgCIAiDSCAACAAAgAAAIiAEAAIgIIDKAERCAYAAkgAAIiAeIyOCPwAAAAAAAAACAAAAAAAAAAAAAAAAAAA==,3-(4-tert-butylphenyl)-2-methyl-propanoic acid,3-(4-tert-butylphenyl)-2-methylpropanoic acid,3-(4-<I>tert</I>-butylphenyl)-2-methylpropanoic acid,3-(4-tert-butylphenyl)-2-methylpropanoic acid,3-(4-tert-butylphenyl)-2-methyl-propanoic acid,3-(4-tert-butylphenyl)-2-methyl-propionic acid,"InChI=1S/C14H20O2/c1-10(13(15)16)9-11-5-7-12(8-6-11)14(2,3)4/h5-8,10H,9H2,1-4H3,(H,15,16)",DWZYELZGJMFEMJ-UHFFFAOYSA-N,,220.146329876,C14H20O2,220.31,CC(CC1=CC=C(C=C1)C(C)(C)C)C(=O)O,CC(CC1=CC=C(C=C1)C(C)(C)C)C(=O)O,37.3,220.146329876,0,16,0,1,0,0,0,1,1,"1
5
255",106694,3.9,"10  15  3
11  13  8
12  14  8
4  11  8
4  12  8
9  13  8
9  14  8",,29.534982474249915,2269,47.78848949822982,1418,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,0.0,0.0,0.0,0.0
1233,107282,1,99.8,3,0,1,AAADccBgMAAAAAAAAAAAAAAAAAAAASAAAAAAAAAAAAAAAAAAAAAAGgAAAAAACBSggAICCAAABAAIAAAACAAAAAAAAAAAAAAAAAARAAAAAAAgAAAEAAAGAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,"4-ethyl-1,3-dioxolan-2-one","4-ethyl-1,3-dioxolan-2-one","4-ethyl-1,3-dioxolan-2-one","4-ethyl-1,3-dioxolan-2-one","4-ethyl-1,3-dioxolan-2-one","4-ethyl-1,3-dioxolan-2-one","InChI=1S/C5H8O3/c1-2-4-3-7-5(6)8-4/h4H,2-3H2,1H3",ZZXUZKXVROWEIF-UHFFFAOYSA-N,0.1,116.047344113,C5H8O3,116.11,CCC1COC(=O)O1,CCC1COC(=O)O1,35.5,116.047344113,0,8,0,1,0,0,0,1,1,"1
5
255",107282,,4  9  3,,36.43827329310221,2270,72.16906688560897,456,['Inert'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0.0,0.0,0.0,0.0
