my_id,ID,nr-ahr,nr-ar-lbd,nr-aromatase,nr-ar,nr-er-lbd,nr-er,nr-ppar-gamma,sr-are,sr-atad5,sr-hse,sr-mmp,sr-p53,smiles
58467,NCGC00159330-02,0,0,0,0,0,0,0,?,0,?,0,0,CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O
58468,NCGC00016479-06,0,0,0,0,0,0,0,?,0,?,0,0,CN1C2=C(N(CCO)C=N2)C(=O)N(C)C1=O
145564,NCGC00160501-01,0,0,0,0,0,0,0,?,0,?,0,0,O=C1CCCCC1CN2CCCCC2
66440,NCGC00015116-10,0,0,0,0,0,0,0,?,0,?,0,0,COC1=CC=C(C=C1)C(=O)N2CCCC2=O
14182,NCGC00164465-01,0,0,0,0,0,0,0,?,0,?,0,0,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)CN(CC#C)C2=O)C1(C)C
128886,NCGC00016877-01,0,0,0,0,0,0,0,?,0,?,0,0,O=C(C1CCCCC1)N2CC3N(CCC4=C3C=CC=C4)C(=O)C2
157160,NCGC00160680-01,0,0,0,0,0,0,0,?,0,?,0,0,[H][C@@]12[C@@H]3C[C@@H](C=C3)[C@]1([H])C(=O)NC2=O
33636,NCGC00015824-07,0,0,0,0,0,0,0,?,0,?,0,0,CCCN1C2=C(NC=N2)C(=O)NC1=O
3117,NCGC00013744-02,0,0,0,0,0,0,0,?,0,?,0,0,C1CCNCC1.O=C2NC=NC3=C2C(CN4CCCCC4)=CN3
146675,NCGC00015982-05,0,0,0,0,0,0,0,?,0,?,0,0,O=C1NOC2=C1CCNC2
59410,NCGC00016605-01,0,0,0,0,0,0,0,?,0,?,0,0,CN1N(C(=O)C(NC(=O)C2=CN=CC=C2)=C1C)C3=CC=CC=C3
20888,NCGC00025132-01,0,0,0,0,0,0,0,?,0,?,0,0,CC1(C)OC2=C(C=C(C=C2)C#N)[C@H]([C@@H]1O)N3CCCC3=O
20888,NCGC00025132-02,0,0,0,0,0,0,0,?,0,?,0,0,CC1(C)OC2=C(C=C(C=C2)C#N)[C@H]([C@@H]1O)N3CCCC3=O
154371,NCGC00159514-02,0,0,0,0,0,0,0,?,0,?,0,0,OC[C@@H]1CC[C@@H](O1)N2C=NC3=C2N=CNC3=O
22841,NCGC00065890-02,0,0,0,0,0,0,0,?,0,?,0,0,CC1=CC=NC2=C1NC(=O)C3=CC=CN=C3N2C4CC4
144406,NCGC00016255-01,0,0,0,0,0,0,0,?,0,?,0,0,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C3=CC=CC=C3)C4=CC=CC=C4
146045,NCGC00025315-01,0,0,0,0,0,0,0,?,0,?,0,0,O=C1N(CCCCN2CCN(CC2)C3=NC=CC=N3)S(=O)(=O)C4=CC=CC=C14
146036,NCGC00015590-03,0,0,0,0,0,0,0,?,0,?,0,0,O=C1N(C2=CC=CC=C2C1(CC3=CC=NC=C3)CC4=CC=NC=C4)C5=CC=CC=C5
145395,NCGC00160474-01,0,0,0,0,0,0,0,?,0,?,0,0,O=C1CCC(C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C4=CC=CC=C4
148013,NCGC00091819-02,0,0,0,0,0,0,0,?,0,?,0,0,O=CC1=CC=CC=C1
153064,NCGC00183829-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(CC1=CN=C2C=CC=CN12)(P(O)(O)=O)P(O)(O)=O
154647,NCGC00159553-01,0,0,0,0,0,0,0,?,0,?,0,0,OP(O)(=O)CN1C(=O)C(=O)NC2=CC(=C(C=C12)N3CCOCC3)C(F)(F)F
116455,NCGC00016639-01,0,0,0,0,0,0,0,?,0,?,0,0,ClCCNP1(=O)OCCCN1CCCl
55847,NCGC00095135-01,0,0,0,0,0,0,0,?,0,?,0,0,CN(C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12
50901,NCGC00016741-01,0,0,0,0,1,1,0,?,0,?,0,0,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O
36998,NCGC00160437-01,0,0,0,0,0,0,0,?,0,?,0,0,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
66587,NCGC00016572-01,0,0,0,0,0,0,0,?,0,?,0,0,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1
8199,NCGC00095045-01,0,0,0,0,0,0,0,?,0,?,1,0,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+]([O-])=O
125257,NCGC00016323-01,0,0,0,0,0,0,0,?,0,?,0,0,NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(Cl)N=N2
66493,NCGC00016324-01,0,0,0,0,0,0,0,?,0,?,0,0,COC1=CC=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=N1
125259,NCGC00016408-01,0,0,0,0,0,0,0,?,0,?,0,0,NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=N2
152539,NCGC00090903-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C1=CC(=CC=C1O)\N=N\C2=CC=C(C=C2)S(=O)(=O)NC3=NC=CC=C3
23029,NCGC00181118-01,0,0,0,0,0,0,0,?,0,?,0,0,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=C1Br
22839,NCGC00016386-01,0,0,0,0,0,0,0,?,0,?,0,0,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
66567,NCGC00016530-01,0,0,0,0,0,0,0,?,0,?,0,0,COC1=CN=C(NS(=O)(=O)C2=CC=C(N)C=C2)N=C1
125262,NCGC00016305-01,0,0,0,0,0,0,0,?,0,?,0,0,NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC=N2
125263,NCGC00016309-02,0,0,0,0,0,0,0,?,0,?,0,0,NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2
152628,NCGC00160375-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C=CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2
152693,NCGC00016367-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)CCC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2
152497,NCGC00016337-02,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C1=C(C=CC=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3
66588,NCGC00016612-01,0,0,0,0,0,0,0,?,0,?,0,0,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC
66456,NCGC00160653-02,0,0,0,0,0,0,0,?,0,?,0,0,COC1=CC=C(C=C1)S(=O)(=O)NC2=NN=C(CC(C)C)S2
152679,NCGC00165787-02,0,0,0,0,0,0,1,?,0,?,0,0,OC(=O)CC1=CC=C(CCNS(=O)(=O)C2=CC=C(Cl)C=C2)C=C1
154661,NCGC00166262-01,0,0,0,0,0,0,0,?,0,?,0,0,OS(=O)(=O)C1=CC2=C(NC(=N2)C3=CC=CC=C3)C=C1
154726,NCGC00016871-01,0,0,0,0,0,0,0,?,0,?,0,0,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)C(O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O
154725,NCGC00166210-01,0,0,0,0,0,1,0,?,0,?,0,0,OS(O)(=O)=O.NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
154720,NCGC00016758-01,0,0,0,0,0,0,0,?,0,?,0,0,OS(O)(=O)=O.NC(=N)NCC1COC2(CCCCC2)O1.NC(=N)NCC3COC4(CCCCC4)O3
154739,NCGC00160671-01,0,0,0,0,0,0,0,?,0,?,0,0,OS(O)(=O)=O.[H][C@@]1(C[C@H](O)N=C(N)N1)[C@]2([H])NC(=O)\C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](CNC2=O)NC(=O)C[C@@H](N)CCCN)=C\NC(N)=O
154728,NCGC00016792-01,0,0,0,0,0,0,0,?,0,?,0,0,OS(O)(=O)=O.NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
154733,NCGC00159339-02,0,0,0,0,0,0,0,?,0,?,0,0,OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]3NC(N)=N)O[C@@H](C)[C@]2(O)C=O.CN[C@H]4[C@H](O)[C@@H](O)[C@H](CO)O[C@H]4O[C@H]5[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]6NC(N)=N)O[C@@H](C)[C@]5(O)C=O
154736,NCGC00016869-01,0,0,0,1,0,0,0,?,0,?,0,0,OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.OS(O)(=O)=O.CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](OC3OC(CN)=CCC3N)[C@@H]2O)OC[C@]1(C)O.CN[C@@H]4[C@@H](O)[C@@H](O[C@H]5[C@H](N)C[C@H](N)[C@@H](OC6OC(CN)=CCC6N)[C@@H]5O)OC[C@]4(C)O
87605,NCGC00016714-01,0,0,0,0,0,0,0,?,0,?,0,0,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl
16694,NCGC00015919-04,0,0,0,1,0,0,0,?,0,?,0,0,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1
47811,NCGC00182082-02,0,0,0,0,0,0,1,?,0,?,0,0,CCO[C@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O
88188,NCGC00090905-06,0,0,0,0,0,1,0,?,0,?,0,0,CS(=O)(=O)OCCCCOS(C)(=O)=O
124161,NCGC00095176-03,0,0,0,0,0,0,0,?,0,?,0,0,NC(=O)CS(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
125928,NCGC00160444-01,0,0,0,0,0,0,0,?,0,?,0,0,NS(=O)(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O
125926,NCGC00013287-06,0,0,0,0,0,0,0,?,0,?,0,0,NS(=O)(=O)C1=CC=C(C=C1)C(O)=O
125929,NCGC00160651-01,0,0,0,0,0,0,0,?,0,?,0,0,NS(=O)(=O)C1=CC=C(NC(=O)CCC(O)=O)C=C1
8236,NCGC00015074-10,0,0,0,0,0,0,0,?,0,?,0,0,CC(=O)NC1=NN=C(S1)S(N)(=O)=O
31750,NCGC00015149-02,0,0,0,0,0,0,0,?,0,?,0,0,CCCCNC1=CC(=CC(=C1OC2=CC=CC=C2)S(N)(=O)=O)C(O)=O
24842,NCGC00016774-01,0,0,0,0,0,0,0,?,0,?,0,0,CC1CS(=O)(=O)CCN1N=CC2=CC=C(O2)[N+]([O-])=O
44016,NCGC00021569-04,0,0,0,0,0,0,0,?,0,?,0,0,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O
90020,NCGC00183129-01,0,0,0,0,0,0,0,?,0,?,0,0,C[C@H](N[C@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N2CCC[C@H]2C(O)=O
157272,NCGC00181352-01,0,0,0,0,0,0,0,?,0,?,0,0,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)[C@H](N)CC(=O)NC)C3=CC=C(O)C=C3)C(O)=O
152688,NCGC00013225-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)CCC(=O)C(O)=O
125281,NCGC00016344-03,0,0,0,0,0,0,0,?,0,?,0,0,NC1=CC=C(O)C(=C1)C(O)=O
152551,NCGC00091357-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C1=CC(O)=NC(O)=N1
152568,NCGC00164513-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1O
125251,NCGC00091051-01,0,0,0,0,0,0,0,?,0,?,0,0,NC1=CC=C(C=C1)C(O)=O
22177,NCGC00095792-01,0,0,0,0,0,0,0,?,0,?,0,0,CC1=C(O)C(=CC=C1)C(O)=O
125144,NCGC00091175-01,0,0,0,0,0,0,0,?,0,?,0,0,NC1=C(C=CC=C1)C(O)=O
152527,NCGC00159447-05,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C1=C(O)C=CC=C1
152531,NCGC00018107-04,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C1=C(S)C=CC=C1
152652,NCGC00090954-03,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)CC(O)(CC(O)=O)C(O)=O
152678,NCGC00016660-01,0,0,0,0,0,0,1,?,0,?,0,0,OC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2
19329,NCGC00159422-02,0,0,0,0,0,0,0,?,0,?,0,0,CC(S)C(=O)NCC(O)=O
152794,NCGC00160350-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)COC1=CC=C(CCNS(=O)(=O)C2=CC=CC=C2)S1
36843,NCGC00159434-02,0,0,0,0,0,0,0,?,0,?,0,0,CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2
6288,NCGC00181082-01,0,0,0,0,0,0,0,?,0,?,0,0,CBr.CCN(CC)CCOC(=O)C(O)(C1=CC=CC=C1)C2=CC=CC=C2
29089,NCGC00181036-01,0,0,0,0,0,1,0,?,0,?,0,0,CCCCC(O)C1=CC=CC=C1
68744,NCGC00182972-01,0,0,0,0,0,0,0,?,0,?,0,0,COS([O-])(=O)=O.C[N+]1(C)CCN(CC(O)(C2CCCCC2)C3=CC=CC=C3)CC1
153867,NCGC00018230-03,0,0,0,0,0,0,0,?,0,?,0,0,OCC(O)CN1CCN(CC1)C2=CC=CC=C2
66212,NCGC00015897-02,0,0,0,0,0,0,0,?,0,?,0,0,COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1
153080,NCGC00095089-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(CN1C=NC=N1)(CN2C=NC=N2)C3=C(F)C=C(F)C=C3
60201,NCGC00016351-01,0,0,0,0,0,0,0,?,0,?,0,0,CNCC(O)C1=CC=C(O)C=C1
31765,NCGC00160423-01,0,0,0,0,0,0,0,?,0,?,0,0,CCCCNCC(O)C1=CC=C(O)C=C1
43754,NCGC00160563-01,0,0,0,0,0,0,0,?,0,?,0,0,CCOC(=O)NC(O)C(Cl)(Cl)Cl
154369,NCGC00159484-02,0,0,0,0,0,0,0,?,0,?,0,0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl
154370,NCGC00166244-01,0,0,0,0,0,0,0,?,0,?,0,0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl
31486,NCGC00018140-02,0,0,0,0,0,0,0,?,0,?,0,0,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
154387,NCGC00166295-01,0,1,0,0,1,1,0,?,0,?,0,0,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
153340,NCGC00095043-01,0,0,0,0,0,0,0,?,0,?,0,0,OC1=C(O)C(=O)C(O)=C(O)C1=O
58385,NCGC00016889-01,0,0,0,0,0,0,0,?,0,?,1,0,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C3=C(C=CS3)S1(=O)=O
66445,NCGC00095109-01,0,0,0,0,0,0,0,?,0,?,0,0,COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2
22193,NCGC00142580-03,0,0,0,0,0,0,0,?,0,?,0,0,CC1=C(O)C(C=O)=C(CO)C=N1
66370,NCGC00164629-01,0,0,0,0,0,0,0,?,0,?,0,0,COC1=CC(CC=C)=CC(C(=O)NCCO)=C1O
23022,NCGC00095166-01,0,0,0,0,0,0,0,?,0,?,0,0,CC1=NC(C)=C(Cl)C(O)=C1Cl
153398,NCGC00017245-02,0,0,0,0,0,0,0,?,0,?,0,0,OC1=CC2=C3C(OC(=O)C4=CC(O)=C(O)C(OC2=O)=C34)=C1O
157285,NCGC00167444-01,0,0,0,0,0,1,0,?,0,?,0,0,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C4=C(O)C=C(C)N=C4)C5=CC=C(O)C=C5)C(O)=O
154700,NCGC00016772-01,0,0,0,0,0,0,0,?,0,?,0,0,OS(O)(=O)=O.CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1.CC(C)(C)NCC(O)C2=CC(O)=CC(O)=C2
152547,NCGC00091125-01,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C1=CC(O)=C(O)C(O)=C1
8531,NCGC00159393-02,0,0,0,0,0,0,0,?,0,?,0,0,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O
157173,NCGC00185755-01,0,0,0,0,0,0,0,?,0,?,0,0,[H][C@@]2(NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(=O)N3C(C(O)=O)=C(CSC4=CNN=N4)CS[C@]23[H]
61876,NCGC00159376-02,0,0,0,0,0,0,0,?,0,?,0,0,COC(=O)C1=CC=C(O)C=C1
153425,NCGC00257464-01,1,0,1,0,1,1,?,?,0,0,1,0,OC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O
153423,NCGC00013109-01,0,0,0,0,0,1,0,?,0,?,0,0,OC1=CC=C(C=C1)C2(OS(=O)(=O)C3=C2C=CC=C3)C4=CC=C(O)C=C4
153431,NCGC00015444-04,0,0,0,0,1,1,0,?,0,?,0,0,OC1=CC=C(C=C1)C2CNCCC3=C2C=C(O)C(O)=C3Cl
154409,NCGC00095599-01,0,0,0,0,0,0,0,?,0,?,0,0,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
89874,NCGC00160628-01,0,0,0,0,0,1,0,?,0,?,0,0,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(O)=C4)C5=CC(O)=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
36004,NCGC00015397-02,0,0,0,0,0,0,0,?,0,?,0,0,CCN(CC)C(=O)C1=CC(OC)=C(O)C=C1
66188,NCGC00017337-02,0,0,1,0,0,0,0,?,0,?,0,0,COC1=C(O)C=CC(CNC(=O)CCCC\C=C\C(C)C)=C1
29144,NCGC00256649-01,0,0,?,0,0,0,0,?,0,?,1,0,CCCCC1=CC=C(O)C=C1
55839,NCGC00160162-02,0,0,0,0,0,0,0,?,0,?,0,0,CN(C)CCC1=CC=C(O)C=C1
25621,NCGC00164532-01,0,0,0,0,0,0,0,?,0,?,0,0,CCC(=O)NC1=CC=C(O)C=C1
8205,NCGC00016361-07,0,0,0,0,0,0,0,?,0,?,0,0,CC(=O)NC1=CC=C(O)C=C1
38929,NCGC00017041-01,0,0,0,0,0,0,0,?,0,?,0,0,CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O
153385,NCGC00091501-01,0,0,0,0,0,0,0,?,0,?,0,0,OC1=CC(O)=CC=C1
153476,NCGC00091454-04,0,0,0,0,0,0,0,?,0,?,0,0,OC1=CC=CC=C1
40658,NCGC00181161-01,0,0,0,0,0,0,0,?,0,?,0,0,CCOC(=O)C1=C(O)C=CC=C1
40658,NCGC00181161-02,0,0,0,0,0,0,0,?,0,?,0,0,CCOC(=O)C1=C(O)C=CC=C1
154267,NCGC00159379-03,0,0,0,0,0,0,0,?,0,?,0,0,OCCOC(=O)C1=CC=CC=C1O
66189,NCGC00090827-02,0,0,0,0,0,0,0,?,0,?,0,0,COC1=C(O)C=CC=C1
51699,NCGC00181117-01,0,0,0,0,0,0,0,?,0,?,0,0,CC[C@H]1NC(=O)[C@@H](NC(=O)C2=NC=CC=C2O)C(C)OC(=O)[C@@H](NC(=O)C3CC(=O)CCN3C(=O)[C@H](CC4=CC=CC=C4)N(C)C(=O)[C@@H]5CCCN5C1=O)C6=CC=CC=C6
8543,NCGC00094843-01,0,0,0,0,0,0,0,?,0,?,0,0,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
22663,NCGC00181774-01,1,0,0,0,0,0,1,?,0,?,1,0,CC1=CC2=CC3=CC=CC(O)=C3C(O)=C2C(O)=C1
90778,NCGC00160593-01,0,0,0,0,0,0,0,?,0,?,0,0,C\C(=N/CC1=CC=CC=C1)C2=CC=CC=C2O
55266,NCGC00016805-01,0,0,0,0,0,0,0,?,0,?,0,0,CN(C(C)=O)C1=C(I)C(NC(C)=O)=C(I)C(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C1I
157027,NCGC00254177-01,0,1,0,1,1,1,?,0,0,0,1,1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]3([H])C4=CC=C(O)C=C4CC[C@@]23[H]
23850,NCGC00182969-01,0,0,0,0,0,0,0,?,0,?,0,0,CC1CCC23CCC(=O)C2C1(C)C(CC(C)(C=C)C(O)C3C)OC(=O)CO
37588,NCGC00016065-07,0,0,1,0,0,0,0,?,0,?,0,0,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
125327,NCGC00164630-01,0,0,0,0,0,0,0,?,0,?,0,0,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2
124998,NCGC00159412-02,0,0,0,0,0,0,0,?,0,?,0,0,NC(CO)(CO)CO
58466,NCGC00016455-01,0,0,0,0,0,0,0,?,0,?,0,0,CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
7489,NCGC00016958-01,0,0,0,0,0,0,0,?,0,?,0,0,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C2=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C2I
29542,NCGC00166144-02,0,0,0,0,0,0,0,?,0,?,0,0,CCCCCCCC(=O)OCC(O)CO
29732,NCGC00164528-01,0,0,0,0,0,0,0,?,0,?,0,0,CCCCCCCCCCCC(=O)OCC(O)CO
66558,NCGC00016350-01,0,0,0,0,0,0,0,?,0,?,0,0,COC1=CC=CC=C1OCC(O)CO
154020,NCGC00166097-01,0,0,0,0,0,1,0,?,0,?,0,0,OCC=CC1=CC=CC=C1
153915,NCGC00181337-01,0,0,0,0,0,0,0,?,0,?,0,0,OCC1=C(Cl)C=C(Cl)C=C1
153926,NCGC00091865-01,0,0,0,0,0,0,0,?,0,?,0,0,OCC1=CC=CC=C1
153928,NCGC00159400-05,0,0,0,0,0,0,0,?,0,?,0,0,OCC1=CC=CN=C1
154032,NCGC00166215-02,0,1,0,0,0,0,0,?,0,?,0,0,OCCC1=CC=CC=C1
154211,NCGC00095127-01,0,0,0,0,0,0,0,?,0,?,0,0,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
23360,NCGC00164265-01,0,0,0,0,0,0,0,?,0,?,0,0,CC1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1C(=O)NCCO
89875,NCGC00095147-01,0,0,0,0,0,0,0,?,0,?,0,0,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C3=O)C(O)=CC(OCCO)=C4)C5=CC=C(OCCO)C(OCCO)=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
154271,NCGC00090731-01,0,0,0,0,0,0,0,?,0,?,0,0,OCCOC1=CC=CC=C1
154271,NCGC00090731-05,0,0,0,0,0,0,0,?,0,?,0,0,OCCOC1=CC=CC=C1
154283,NCGC00163798-03,0,0,0,0,0,0,0,?,0,?,0,0,OCCOCCOCCO
30246,NCGC00159387-02,0,0,0,0,0,0,0,?,0,?,0,0,CCCCCCCCCCCCSCCOCCO
154304,NCGC00095074-01,0,0,0,0,0,0,0,?,0,?,0,0,OCCSCCO
154341,NCGC00164388-01,0,0,0,0,0,0,0,?,0,?,0,0,OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O
152530,NCGC00016668-02,0,0,0,0,0,0,0,?,0,?,0,0,OC(=O)C1=C(OP(O)(O)=O)C=CC=C1
66260,NCGC00160503-01,0,0,0,0,0,0,0,?,0,?,0,0,COC1=CC(=CC(OC)=C1OC)C(=S)N2CCOCC2
155604,NCGC00259355-01,0,0,?,0,0,?,0,?,0,1,1,0,S=C(NC1CCCCC1)NC2CCCCC2
42883,NCGC00016760-01,0,0,0,0,0,0,0,?,0,?,0,0,CCOC(=O)N1C=CN(C)C1=S
15210,NCGC00159495-02,0,0,0,0,0,0,0,?,0,?,0,0,CC(C)CC1NC(=S)N(CC=C)C1=O
28688,NCGC00022715-03,0,0,0,0,0,1,0,?,0,?,0,0,CCCC1=CC(=O)NC(=S)N1
58535,NCGC00016273-01,0,0,0,0,0,0,0,?,0,?,0,0,CN1C=CNC1=S
156597,NCGC00260298-01,1,0,?,0,0,0,0,1,0,0,?,0,[Ca++].CC1=CC(=C(C=C1)\N=N\C2=C(O)C(=CC3=C2C=CC=C3)C([O-])=O)S([O-])(=O)=O
157738,NCGC00256312-01,1,0,?,0,0,0,0,?,0,0,?,0,[Na+].COC1=CC=C(C=C1)\N=N\C2=C(OC)C=C(\N=N\C3=CC=C(C=C3)S([O-])(=O)=O)C(C)=C2
47495,NCGC00183017-01,0,0,1,0,0,0,0,?,0,0,0,?,CCOP(=O)(CC)OC1=CC=C(C=C1)[N+]([O-])=O
47662,NCGC00256967-01,0,?,1,0,0,0,0,?,0,0,0,0,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O
154422,NCGC00257660-01,0,0,?,0,0,?,0,0,0,0,0,0,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(Br)C(=O)NC2=O
14064,NCGC00256901-01,0,0,?,0,0,1,0,?,0,1,?,0,CC(C)=CCCC(C)(OC(=O)C=CC1=CC=CC=C1)C=C
154268,NCGC00258981-01,0,?,0,0,0,0,?,1,0,0,0,0,OCCOC(=O)C=C
2971,NCGC00260382-01,1,0,0,0,?,1,0,0,0,0,?,0,C1CC2=CC=CC=C2NC3=CC=CC=C13
123350,NCGC00256930-01,1,0,?,0,?,1,0,0,0,0,?,0,N(C1=CC=CC=C1)C2=C3C=CC=CC3=CC=C2
12176,NCGC00254020-01,0,0,?,0,0,0,?,?,0,0,1,0,CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
14870,NCGC00255947-01,1,0,0,0,0,0,?,0,?,0,1,0,CC(C)CC(=O)C1C(=O)C2=C(C=CC=C2)C1=O
